"","quality_grade","observed_on","captive","location"
"4305","research","2020-06-07",FALSE,"41.9503871911,-87.7236015816"
"4306","research","2020-06-07",FALSE,"41.950302911,-87.7235436627"
"4307","research","2020-06-07",FALSE,"30.203277859,-95.5699206203"
"4308","research","2020-06-07",FALSE,"30.2032859363,-95.5699743468"
"4309","research","2020-06-07",FALSE,"32.63256167,-117.088775"
"4310","research","2020-06-06",FALSE,"34.4464861111,-119.6644888889"
"4311","research","2020-06-07",FALSE,"39.7679640307,-75.5564872642"
"4312","research","2020-06-06",FALSE,"34.1378657818,-118.9092639546"
"4313","research","2020-06-07",FALSE,"33.1749461102,-97.7206242672"
"4314","research","2020-06-07",FALSE,"33.745,-96.5155555556"
"4315","research","2020-06-07",FALSE,"42.37242833,-82.39997167"
"4316","research","2020-06-07",FALSE,"35.77558,-82.52625333"
"4317","research","2020-06-06",FALSE,"34.2384625882,-118.5968947504"
"4318","research","2020-06-07",FALSE,"28.7904365259,-81.4491219928"
"4319","research","2020-06-06",FALSE,"28.13013883,-80.58969167"
"4320","research","2020-06-06",FALSE,"41.5755716845,-93.9374777407"
"4321","research","2020-06-07",FALSE,"40.34309618,-90.03681684"
"4322","research","2020-06-06",FALSE,"36.2438888889,-118.0625"
"4323","research","2020-06-07",FALSE,"37.714625,-94.931305"
"4324","research","2020-06-07",FALSE,"27.87670333,-82.24838333"
"4325","research","2020-06-05",FALSE,"25.658416,-80.384365"
"4326","research","2020-06-06",FALSE,"41.806177,-89.571548"
"4327","research","2020-06-03",FALSE,"36.0325194444,-94.19465"
"4328","research","2020-06-06",FALSE,"30.2032924467,-95.5699621988"
"4329","research","2020-06-06",FALSE,"30.2033326351,-95.5699171505"
"4330","research","2020-06-06",FALSE,"30.2033055428,-95.5699742542"
"4331","research","2020-06-06",FALSE,"30.2032965144,-95.5699639072"
"4332","research","2020-06-06",FALSE,"30.203232761,-95.5700164334"
"4333","research","2020-06-06",FALSE,"33.6999759624,-96.4760392249"
"4334","research","2020-06-06",FALSE,"34.0880217031,-118.2490219084"
"4335","research","2020-06-06",FALSE,"41.7716030938,-89.3380110241"
"4336","research","2020-06-06",FALSE,"34.1285039467,-118.5129042905"
"4337","research","2020-06-06",FALSE,"41.7847292869,-88.110737695"
"4338","research","2020-06-06",FALSE,"41.7728328157,-88.1272863884"
"4339","research","2020-06-05",FALSE,"34.1295195032,-117.7138195888"
"4340","research","2020-06-05",FALSE,"33.905105,-118.37474667"
"4341","research","2020-06-05",FALSE,"37.35362167,-121.9095"
"4342","research","2020-06-06",FALSE,"42.6708521052,-80.4037006986"
"4343","research","2020-06-06",FALSE,"37.806225137,-122.2626936436"
"4344","research","2020-06-06",FALSE,"36.24401167,-118.06230283"
"4345","research","2020-06-06",FALSE,"41.998229,-87.65501"
"4346","research","2020-06-05",FALSE,"42.0054039722,-87.6685899722"
"4347","research","2020-06-05",FALSE,"34.50676,-119.60585"
"4348","research","2020-06-05",FALSE,"32.7934642509,-117.2437182349"
"4349","research","2020-06-05",FALSE,"43.0712195,-89.45797"
"4350","research","2020-06-06",FALSE,"34.0569727699,-117.9262084957"
"4351","research","2020-06-06",FALSE,"34.0403397,-118.4042014"
"4352","research","2020-06-06",FALSE,"41.8232749444,-87.7969708611"
"4353","research","2020-06-06",FALSE,"32.7933221776,-117.2434704659"
"4354","research","2020-06-06",FALSE,"37.80621333,-122.26283333"
"4355","research","2020-06-06",FALSE,"32.87611167,-116.97080333"
"4356","research","2020-06-06",FALSE,"25.7774836898,-80.26772808"
"4357","research","2020-06-06",FALSE,"33.8447860071,-118.0996749178"
"4358","research","2020-06-06",FALSE,"45.0287428452,-93.2412298211"
"4359","research","2020-06-05",FALSE,"39.4582754975,-88.1475802081"
"4360","research","2020-06-06",FALSE,"-33.7260183886,151.2054992188"
"4361","research","2020-06-05",FALSE,"40.8222288889,-98.2949913611"
"4362","research","2020-06-05",FALSE,"33.7684122753,-118.1553886739"
"4363","research","2020-06-05",FALSE,"30.4317286285,-90.1613245626"
"4364","research","2020-06-05",FALSE,"33.64895333,-117.93553"
"4365","research","2020-06-05",FALSE,"35.2294738032,-82.7254121193"
"4366","research","2020-06-03",FALSE,"42.7310710094,-84.4850661755"
"4367","research","2020-06-05",FALSE,"44.93643833,-93.14997217"
"4368","research","2020-06-05",FALSE,"44.93646667,-93.14975"
"4369","research","2020-06-02",FALSE,"14.5971073913,-89.9831754402"
"4370","research","2020-06-05",FALSE,"34.0925555,-118.17502"
"4371","research","2020-06-05",FALSE,"33.98786167,-118.45151333"
"4372","research","2020-06-05",FALSE,"33.47423833,-117.13175833"
"4373","research","2020-06-05",FALSE,"33.7567541614,-118.3182104315"
"4374","research","2020-06-05",FALSE,"41.8334189983,-87.8078695511"
"4375","research","2020-06-05",FALSE,"6.5628023677,-131.3652390012"
"4376","research","2020-06-05",FALSE,"30.4484197,-91.1286022"
"4377","research","2020-06-05",FALSE,"36.097697435,-94.1378036041"
"4378","research","2020-06-05",FALSE,"35.7175037485,-97.4292210543"
"4379","research","2020-06-03",FALSE,"39.7973743544,-83.8846452172"
"4380","research","2020-06-04",FALSE,"33.9593714176,-118.3136170803"
"4381","research","2020-06-04",FALSE,"41.998111,-87.655145"
"4382","research","2020-06-04",FALSE,"33.98887,-118.40312167"
"4383","research","2020-06-04",FALSE,"42.3543218862,-83.2695305688"
"4384","research","2020-06-04",FALSE,"42.3639325614,-83.3930783528"
"4385","research","2020-06-04",FALSE,"32.9997294769,-117.2657985148"
"4386","research","2020-06-04",FALSE,"37.9029291005,-84.3596093498"
"4387","research","2020-06-04",FALSE,"35.24550333,-97.42594167"
"4388","research","2020-06-04",FALSE,"45.02005283,-93.23732"
"4389","research","2020-06-04",FALSE,"44.1452688,-81.0190286"
"4390","research","2020-06-04",FALSE,"33.88076167,-118.40287"
"4391","research","2020-06-04",FALSE,"39.1123127043,-77.9455297113"
"4392","research","2020-06-04",FALSE,"34.10282217,-118.1620555"
"4393","research","2020-06-04",FALSE,"33.98885333,-118.403075"
"4394","research","2020-06-04",FALSE,"33.98885333,-118.40312167"
"4395","research","2020-06-04",FALSE,"40.193225,-82.98757167"
"4396","research","2020-06-04",FALSE,"34.10281667,-118.16203333"
"4397","research","2020-06-04",FALSE,"41.2987305556,-95.9136111111"
"4398","research","2020-06-02",FALSE,"33.549155,-117.562555"
"4399","research","2020-06-03",FALSE,"20.69323667,-103.40117833"
"4400","research","2020-06-03",FALSE,"44.8015205658,-89.2055500389"
"4401","research","2020-06-03",FALSE,"33.7154551944,-118.3044808333"
"4402","research","2020-06-03",FALSE,"33.98898,-118.403375"
"4403","research","2020-06-03",FALSE,"40.13726383,-75.24633833"
"4404","research","2020-06-03",FALSE,"32.98270833,-117.265625"
"4405","research","2020-06-03",FALSE,"32.98065328,-117.06582084"
"4406","research","2020-06-03",FALSE,"29.7160155474,-82.3809783076"
"4407","research","2020-06-03",FALSE,"29.71588731,-82.380935035"
"4408","research","2020-06-03",FALSE,"29.7158798734,-82.3809393415"
"4409","research","2020-06-03",FALSE,"33.8213785278,-118.2959886279"
"4410","research","2020-06-03",FALSE,"41.634445,-88.195295"
"4411","research","2020-06-03",FALSE,"33.6112611111,-117.4285944444"
"4412","research","2020-06-02",FALSE,NA
"4413","research","2020-06-03",FALSE,"34.4182301487,-119.8598943621"
"4414","research","2020-06-03",FALSE,NA
"4415","research","2020-06-02",FALSE,"34.02057217,-118.45371167"
"4416","research","2020-06-02",FALSE,"34.02071117,-118.45379667"
"4417","research","2020-06-02",FALSE,"33.2122531417,-117.2844108294"
"4418","research","2020-06-02",FALSE,"37.5167541389,-94.5751571389"
"4419","research","2020-06-02",FALSE,"34.0183098095,-117.8112041634"
"4420","research","2020-06-02",FALSE,"37.85685,-122.2643041667"
"4421","research","2020-06-02",FALSE,"25.8649958631,-80.2778215073"
"4422","research","2020-06-02",FALSE,"30.5148224103,-84.1414556621"
"4423","research","2020-06-02",FALSE,"32.7204606246,-117.0186445571"
"4424","research","2020-06-02",FALSE,"27.6223770661,-80.4109384167"
"4425","research","2020-06-02",FALSE,"36.0972478253,-94.1379083556"
"4426","research","2020-06-02",FALSE,"36.0970137209,-94.1379755715"
"4427","research","2020-06-02",FALSE,"32.2500226,-86.0889054"
"4428","research","2020-06-01",FALSE,"37.846845,-122.27284167"
"4429","research","2020-06-01",FALSE,"32.720698664,-117.018729472"
"4430","research","2020-06-02",FALSE,"-35.0642174,138.5056894"
"4431","research","2020-06-01",FALSE,"32.24809167,-110.91049167"
"4432","research","2020-06-01",FALSE,"34.2706078795,-118.9888521319"
"4433","research","2020-06-01",FALSE,"30.2351508457,-92.2684618458"
"4434","research","2020-06-01",FALSE,"35.3312839615,-120.8283364401"
"4435","research","2020-06-01",FALSE,"30.12671117,-95.43489167"
"4436","research","2020-06-01",FALSE,"29.6800314612,-98.293825499"
"4437","research","2020-06-01",FALSE,"39.843074,-75.6768181997"
"4438","research","2020-06-01",FALSE,"37.84017674,-122.2713111"
"4439","research","2020-06-01",FALSE,"34.1727747879,-118.3195142012"
"4440","research","2020-06-01",FALSE,"36.0970646989,-94.1378013991"
"4441","research","2011-06-18",FALSE,"41.6200159415,-87.7038486185"
"4442","research","2017-06-18",FALSE,"40.2478950508,-74.9941711425"
"4443","research","2019-06-21",FALSE,"45.042059,-93.36673"
"4444","research","2019-06-29",FALSE,"42.6510442778,-78.8582169722"
"4445","research","2018-06-19",FALSE,"46.3478583333,-94.3068305556"
"4446","research","2018-06-16",FALSE,"46.3478,-94.3070138889"
"4447","research","2018-06-08",FALSE,"46.3477222222,-94.3069694444"
"4448","research","2016-06-17",FALSE,"34.1180703486,-117.7141020086"
"4449","research","2015-06-30",FALSE,"34.841752244,-118.8218394542"
"4450","research","2019-06-09",FALSE,"33.9920977503,-118.0626082904"
"4451","research","2019-06-09",FALSE,"41.80208833,-87.66184167"
"4452","research","2019-06-08",FALSE,"35.383405266,-83.1210696487"
"4453","research","2018-06-25",FALSE,"42.4289804122,-99.7071220851"
"4454","research","2019-06-30",FALSE,"43.310658463,-73.6624895777"
"4455","research","2018-06-20",FALSE,"44.949955,-93.1267555"
"4456","research","2018-06-20",FALSE,"44.949495,-93.1271221667"
"4457","research","2014-06-17",FALSE,"37.895728,-122.289688"
"4458","research","2019-06-21",FALSE,"36.6874616667,-94.2322783333"
"4459","research","2017-06-30",FALSE,"41.7753126166,-73.5388240803"
"4460","research","2010-06-25",FALSE,"42.4770214971,-85.461079658"
"4461","research","2018-06-12",FALSE,"42.30365,-88.2652194444"
"4462","research","2019-06-05",FALSE,"37.6361921832,-86.010773664"
"4463","research","2012-06-09",FALSE,"46.8967641493,-71.3419630598"
"4464","research","2017-06-21",FALSE,"43.4453972222,-80.1222611111"
"4465","research","2018-06-15",FALSE,"44.436292611,-100.3995895386"
"4466","research","2018-06-12",FALSE,"44.436292611,-100.3995680809"
"4467","research","2019-06-27",FALSE,"46.4153015908,-92.2462451468"
"4468","research","2019-06-25",FALSE,"43.8916166667,-78.9885166667"
"4469","research","2018-06-15",FALSE,"41.9631998,-87.6331366"
"4470","research","2019-06-22",FALSE,"43.4185209179,-80.6376896502"
"4471","research","2010-06-27",FALSE,"43.2788899734,-83.4513460065"
"4472","research","2019-06-22",FALSE,"44.8007063166,-92.8213128491"
"4473","research","2019-06-19",FALSE,"44.4784228164,-77.3020664449"
"4474","research","2019-06-21",FALSE,"42.3156322513,-85.3415946701"
"4475","research","2016-06-12",FALSE,"37.17386167,-121.48828833"
"4476","research","2014-06-20",FALSE,"40.7156427869,-93.7643243153"
"4477","research","2018-06-06",FALSE,"33.6539820921,-117.6549749195"
"4478","research","2019-06-26",FALSE,"42.5459972222,-80.1070583333"
"4479","research","2008-06-21",FALSE,"38.9571062877,-74.957461948"
"4480","research","2019-06-18",FALSE,"45.0085231218,-93.2702921489"
"4481","research","2019-06-26",FALSE,"45.3770891728,-86.924284073"
"4482","research","2019-06-18",FALSE,"45.136965682,-93.2697273005"
"4483","research","2019-06-27",FALSE,"46.3329699727,-85.1334065386"
"4484","research","2018-06-06",FALSE,"42.0265245293,-88.0520670626"
"4485","research","2010-06-21",FALSE,"39.1075999333,-96.6051699067"
"4486","research","2018-06-16",FALSE,"25.6787417,-80.273651"
"4487","research","2012-06-15",FALSE,"44.5772218792,-79.5020282258"
"4488","research","2012-06-15",FALSE,"44.4177043254,-79.5274853475"
"4489","research","2012-06-23",FALSE,"43.6858216,-79.3620949012"
"4490","research","2018-06-04",FALSE,"41.7319836793,-93.6001276597"
"4491","research","2014-06-17",FALSE,"44.967371064,-92.9884603661"
"4492","research","2014-06-17",FALSE,"44.9673712396,-92.9884489667"
"4493","research","2014-06-17",FALSE,"44.9673700915,-92.9884342146"
"4494","research","2018-06-14",FALSE,"37.5596542222,-94.5168456389"
"4495","research","2018-06-16",FALSE,"42.3594421944,-82.9441281944"
"4496","research","2019-06-03",FALSE,"36.2376233169,-81.4412844262"
"4497","research","2019-06-20",FALSE,"21.1499083687,-101.6680152342"
"4498","research","2019-06-30",FALSE,"41.8795354461,-80.6119491245"
"4499","research","2019-06-14",FALSE,"41.4642082542,-86.3878992529"
"4500","research","2019-06-26",FALSE,NA
"4501","research","2019-06-29",FALSE,"29.5114082707,-95.0357172821"
"4502","research","2019-06-21",FALSE,"42.2634662848,-83.3671392114"
"4503","research","2019-06-17",FALSE,"42.2810658559,-83.2444238018"
"4504","research","2019-06-24",FALSE,"42.2715194773,-83.2445401487"
"4505","research","2019-06-30",FALSE,"41.9091854064,-80.7647122204"
"4506","research","2019-06-22",FALSE,"38.5887646534,-92.2321876511"
"4507","research","2019-06-18",FALSE,"41.858100583,-80.6712594779"
"4508","research","2019-06-02",FALSE,"34.2622106,-119.2150718"
"4509","research","2019-06-02",FALSE,"34.2622106,-119.2150718"
"4510","research","2019-06-22",FALSE,"41.9740905762,-87.7331161499"
"4511","research","2019-06-20",FALSE,"41.1571215163,-96.4062812747"
"4512","research","2017-06-07",FALSE,"36.3364224171,-81.4652416294"
"4513","research","2019-06-29",FALSE,"39.6979098954,-78.939498156"
"4514","research","2016-06-24",FALSE,"29.8666252348,-98.488833277"
"4515","research","2019-06-30",FALSE,"17.1276392777,-96.7075583143"
"4516","research","2015-06-28",FALSE,"40.7156427869,-93.7643243153"
"4517","research","2018-06-13",FALSE,"41.4303383333,-96.5831666667"
"4518","research","2019-06-05",FALSE,NA
"4519","research","2019-06-15",FALSE,"41.886986715,-80.5964604122"
"4520","research","2019-06-25",FALSE,"46.7134805556,-92.0309166667"
"4521","research","2019-06-23",FALSE,"44.8801916667,-93.3725283333"
"4522","research","2019-06-29",FALSE,"35.307631,-92.789745"
"4523","research","2019-06-02",FALSE,"35.307631,-92.789745"
"4524","research","2019-06-16",FALSE,"36.0780487061,-79.0557479858"
"4525","research","2019-06-03",FALSE,"41.81652,-87.59513"
"4526","research","2019-06-17",FALSE,"42.0733015409,-96.7097483984"
"4527","research","2019-06-01",FALSE,"30.18518,-97.8746116667"
"4528","research","2019-06-29",FALSE,"49.8678751,-97.0830404"
"4529","research","2019-06-27",FALSE,"49.9573166667,-97.0844805556"
"4530","research","2019-06-26",FALSE,"49.9571833333,-97.0849083333"
"4531","research","2019-06-11",FALSE,"21.5187265214,-104.9654996789"
"4532","research","2018-06-22",FALSE,"41.90456104,-87.79102743"
"4533","research","2019-06-27",FALSE,"44.0725553976,-77.2005502135"
"4534","research","2019-06-05",FALSE,"33.0624666667,-96.936255"
"4535","research","2019-06-17",FALSE,"44.7482010048,-78.1842574182"
"4536","research","2019-06-17",FALSE,"43.1558837525,-89.5464987361"
"4537","research","2019-06-03",FALSE,"21.4483757829,-104.8279465329"
"4538","research","2019-06-18",FALSE,"42.1635805,-85.5759116667"
"4539","research","2019-06-30",FALSE,"43.265806001,-81.8349691699"
"4540","research","2018-06-22",FALSE,"39.7186704,-84.0996587"
"4541","research","2019-06-22",FALSE,"43.2501339062,-81.849925518"
"4542","research","2019-06-15",FALSE,"6.8444538995,-73.0750891194"
"4543","research","2019-06-26",FALSE,"41.7899837028,-87.6264981562"
"4544","research","2019-06-20",FALSE,"43.1273916667,-88.913405"
"4545","research","2018-06-28",FALSE,"46.4920196533,-81.0135650635"
"4546","research","2018-06-15",FALSE,"42.2749716667,-83.0036611167"
"4547","research","2019-06-25",FALSE,"43.2562460623,-81.8409124341"
"4548","research","2019-06-25",FALSE,"40.1155296318,-83.0390084637"
"4549","research","2019-06-12",FALSE,"30.5905614795,-86.9382676987"
"4550","research","2019-06-21",FALSE,"39.0590778333,-77.0350583333"
"4551","research","2019-06-30",FALSE,"44.700895,-93.2399533333"
"4552","research","2018-06-23",FALSE,"40.7051739629,-83.2917276343"
"4553","research","2019-06-28",FALSE,"43.7330739093,-79.3598405738"
"4554","research","2019-06-30",FALSE,"40.0136985779,-75.1909637451"
"4555","research","2017-06-24",FALSE,"33.3412444444,-116.9247361111"
"4556","research","2019-06-30",FALSE,"44.2234977242,-79.6676609014"
"4557","research","2019-06-09",FALSE,"42.96629434,-88.38046588"
"4558","research","2019-06-22",FALSE,"42.7911701042,-88.6936089463"
"4559","research","2019-06-19",FALSE,"38.8780283333,-77.33365"
"4560","research","2019-06-20",FALSE,"41.7810967249,-87.5716848671"
"4561","research","2019-06-12",FALSE,"35.350205,-80.923575"
"4562","research","2019-06-04",FALSE,"35.05960119,-84.8875639437"
"4563","research","2019-06-22",FALSE,"34.5026066118,-119.6056452099"
"4564","research","2019-06-19",FALSE,"34.4468685954,-119.7733718088"
"4565","research","2019-06-23",FALSE,"42.4288533333,-83.5379416667"
"4566","research","2017-06-03",FALSE,"41.6325199421,-88.12792595"
"4567","research","2019-06-25",FALSE,"43.1835073594,-80.6573460342"
"4568","research","2019-06-08",FALSE,"42.1173638333,-88.0160666667"
"4569","research","2019-06-30",FALSE,"43.2481115128,-81.843018619"
"4570","research","2019-06-24",FALSE,"41.2427166667,-95.9617616667"
"4571","research","2019-06-30",FALSE,"18.9521730182,-98.8867886252"
"4572","research","2019-06-27",FALSE,"37.9717517361,-122.2949190183"
"4573","research","2019-06-28",FALSE,"-30.351789834,153.0787942266"
"4574","research","2019-06-28",FALSE,"-30.351779346,153.0788594378"
"4575","research","2019-06-22",FALSE,"41.5863687609,-73.9031667686"
"4576","research","2019-06-11",FALSE,"42.2097015381,-89.2038192749"
"4577","research","2019-06-22",FALSE,"44.9652422703,-93.2401001931"
"4578","research","2019-06-29",FALSE,"42.4173608155,-87.8106218576"
"4579","research","2019-06-19",FALSE,"30.3573384598,-98.1726709526"
"4580","research","2019-06-18",FALSE,"42.7051366667,-81.0457388333"
"4581","research","2019-06-22",FALSE,"44.976455,-93.15235"
"4582","research","2019-06-26",FALSE,"44.27153287,-78.33459564"
"4583","research","2019-06-26",FALSE,"47.9111434333,-91.9504822791"
"4584","research","2019-06-17",FALSE,"43.10430353,-89.80483693"
"4585","research","2019-06-22",FALSE,NA
"4586","research","2019-06-20",FALSE,"41.0098075867,-96.3027954102"
"4587","research","2019-06-22",FALSE,"45.1722122217,-93.3686125483"
"4588","research","2019-06-20",FALSE,"42.2543133333,-83.70603"
"4589","research","2019-06-08",FALSE,"39.0383181,-76.2211141"
"4590","research","2019-06-28",FALSE,"-30.3517915714,153.0789691837"
"4591","research","2019-06-30",FALSE,"40.7024612427,-124.2024612427"
"4592","research","2019-06-18",FALSE,"30.3379479458,-97.7402343818"
"4593","research","2019-06-20",FALSE,"43.211381171,-79.7558008879"
"4594","research","2019-06-24",FALSE,"42.5785179138,-82.8032531738"
"4595","research","2019-06-25",FALSE,"36.2099,-82.1638111667"
"4596","research","2019-06-13",FALSE,"41.2388341921,-95.9839188713"
"4597","research","2019-06-27",FALSE,"41.6347,-83.66162"
"4598","research","2019-06-26",FALSE,"33.8683535667,-118.3971188217"
"4599","research","2019-06-26",FALSE,"33.8632837187,-118.394042328"
"4600","research","2019-06-19",FALSE,"40.669975,-81.3371716667"
"4601","research","2019-06-23",FALSE,"41.6150016785,-93.8927764893"
"4602","research","2019-06-28",FALSE,"44.0405247931,-92.505079012"
"4603","research","2019-06-28",FALSE,"44.0375626831,-92.5094533805"
"4604","research","2019-06-26",FALSE,"42.26767217,-82.98178907"
"4605","research","2019-06-26",FALSE,"45.500816106,-94.1458591775"
"4606","research","2019-06-29",FALSE,"32.717145,-117.149575"
"4607","research","2018-06-22",FALSE,"45.1140694444,-93.1796444444"
"4608","research","2019-06-29",FALSE,"36.9930383333,-121.9552616667"
"4609","research","2019-06-30",FALSE,"44.1848666667,-84.662645"
"4610","research","2019-06-28",FALSE,"44.01239445,-96.3265616667"
"4611","research","2019-06-23",FALSE,"38.4346809387,-96.5582733154"
"4612","research","2019-06-28",FALSE,"40.863123,-73.878823"
"4613","research","2018-06-30",FALSE,"42.7043383333,-88.9830533333"
"4614","research","2019-06-29",FALSE,"39.7893133333,-104.97242"
"4615","research","2019-06-25",FALSE,"45.071513,-92.948389"
"4616","research","2019-06-30",FALSE,"43.9944833333,-77.6886583333"
"4617","research","2019-06-30",FALSE,"44.5443216667,-92.1157305"
"4618","research","2019-06-17",FALSE,"42.7016283333,-80.4598383333"
"4619","research","2019-06-30",FALSE,"32.7828674316,-117.0271377563"
"4620","research","2019-06-27",FALSE,"40.0013453185,-83.0435644664"
"4621","research","2019-06-30",FALSE,"42.172014119,-80.0927475498"
"4622","research","2019-06-30",FALSE,"42.1719944022,-80.0927317549"
"4623","research","2019-06-30",FALSE,"44.5166318447,-80.0160898268"
"4624","research","2019-06-30",FALSE,"46.2932466667,-95.973245"
"4625","research","2019-06-30",FALSE,"43.3070824575,-85.1265257969"
"4626","research","2019-06-20",FALSE,"44.9569580472,-93.4138899856"
"4627","research","2019-06-30",FALSE,"25.68973445,-80.44580319"
"4628","research","2019-06-30",FALSE,"41.7299216667,-81.3182916667"
"4629","research","2019-06-30",FALSE,"43.8611175885,-95.4559130379"
"4630","research","2019-06-30",FALSE,"43.4932441711,-76.4659576416"
"4631","research","2019-06-30",FALSE,"43.4933509827,-76.4660568237"
"4632","research","2019-06-26",FALSE,"42.4183512039,-87.8068189055"
"4633","research","2019-06-30",FALSE,"42.8739624023,-78.7817077637"
"4634","research","2019-06-30",FALSE,"42.4734616473,-83.0279485379"
"4635","research","2019-06-29",FALSE,"32.8538166667,-117.2560716667"
"4636","research","2019-06-30",FALSE,"42.695245,-88.995505"
"4637","research","2019-06-30",FALSE,"44.5591816667,-79.57221"
"4638","research","2019-06-30",FALSE,"46.9278797467,-98.013574183"
"4639","research","2019-06-30",FALSE,"42.51903,-83.0049666667"
"4640","research","2019-06-29",FALSE,"42.613625,-83.00753055"
"4641","research","2019-06-30",FALSE,"44.24910672,-95.46332132"
"4642","research","2019-06-30",FALSE,"40.7807083333,-81.894975"
"4643","research","2019-06-30",FALSE,"45.8816844318,-89.9910680764"
"4644","research","2019-06-30",FALSE,"43.2433583333,-81.8387666667"
"4645","research","2019-06-26",FALSE,"45.9330092092,-93.2803431342"
"4646","research","2019-06-30",FALSE,"43.7997483333,-79.4462116667"
"4647","research","2019-06-27",FALSE,"33.781025,-118.3864666667"
"4648","research","2019-06-29",FALSE,"41.4120608,-73.0821005"
"4649","research","2019-06-30",FALSE,"41.5395666667,-87.7520666667"
"4650","research","2019-06-29",FALSE,"39.7055470872,-104.972879672"
"4651","research","2019-06-29",FALSE,"44.5261716667,-73.4113466667"
"4652","research","2019-06-27",FALSE,"41.72958,-81.30545"
"4653","research","2019-06-27",FALSE,"41.7249416667,-81.3207033333"
"4654","research","2019-06-19",FALSE,NA
"4655","research","2019-06-29",FALSE,"45.022819519,-93.3177261353"
"4656","research","2019-06-29",FALSE,"41.7297333333,-81.3054666667"
"4657","research","2019-06-29",FALSE,"34.2373383333,-118.359895"
"4658","research","2019-06-29",FALSE,"43.4933509827,-76.4661026001"
"4659","research","2019-06-29",FALSE,"45.0972468825,-87.1790748463"
"4660","research","2019-06-29",FALSE,"43.1043005828,-83.5491915979"
"4661","research","2019-06-29",FALSE,"39.7892159695,-104.9724273949"
"4662","research","2019-06-29",FALSE,"44.059825,-91.65715"
"4663","research","2019-06-29",FALSE,"43.1018748181,-83.5545372405"
"4664","research","2019-06-17",FALSE,"42.1003654231,-88.2944257547"
"4665","research","2019-06-29",FALSE,"39.7890503038,-104.9725085928"
"4666","research","2019-06-29",FALSE,"41.3993520354,-73.4583676026"
"4667","research","2019-06-29",FALSE,"44.9861340272,-93.1938924362"
"4668","research","2019-06-29",FALSE,"42.7089666073,-70.6504551576"
"4669","research","2019-06-29",FALSE,"49.933434871,-97.0917740464"
"4670","needs_id","2019-06-29",FALSE,NA
"4671","research","2019-06-29",FALSE,"42.4202372879,-87.8052308411"
"4672","research","2019-06-29",FALSE,"30.4515722605,-84.270586662"
"4673","research","2019-06-29",FALSE,"41.4194101502,-82.6062158352"
"4674","research","2019-06-29",FALSE,"44.6549853207,-93.0606335001"
"4675","research","2019-06-29",FALSE,"42.4107291899,-83.9799643958"
"4676","research","2019-06-29",FALSE,"42.4107291899,-83.9799643958"
"4677","research","2019-06-29",FALSE,"39.7890506359,-104.9726135005"
"4678","research","2019-06-29",FALSE,"43.596725,-79.5048"
"4679","research","2019-06-29",FALSE,"43.806775,-88.9844666667"
"4680","research","2019-06-29",FALSE,"39.7891092355,-104.9725419537"
"4681","research","2019-06-29",FALSE,"40.0705055851,-75.2014309822"
"4682","research","2019-06-29",FALSE,"43.7445685521,-81.7249358349"
"4683","research","2019-06-29",FALSE,"39.031825,-77.498072"
"4684","research","2019-06-26",FALSE,"44.9465704129,-93.0285114826"
"4685","research","2019-06-29",FALSE,"40.0511899853,-83.0703752609"
"4686","research","2019-06-28",FALSE,"32.6706761821,-117.0188401739"
"4687","research","2019-06-28",FALSE,"43.6293841328,-79.3272204611"
"4688","research","2019-06-28",FALSE,"45.6270132925,-77.0657711638"
"4689","research","2019-06-28",FALSE,"45.83415635,-90.07768633"
"4690","research","2019-06-28",FALSE,"45.83410181,-90.07768239"
"4691","research","2019-06-28",FALSE,"33.9019276142,-118.2276339545"
"4692","research","2019-06-28",FALSE,"43.0618515015,-88.1913452148"
"4693","research","2019-06-28",FALSE,"44.0434583333,-79.9404616667"
"4694","research","2019-06-28",FALSE,"44.0436666667,-79.9403133333"
"4695","research","2019-06-28",FALSE,"44.0431721667,-79.9408866667"
"4696","research","2019-06-28",FALSE,"44.0395805,-92.5051883333"
"4697","research","2019-06-22",FALSE,"43.2501133333,-81.8498783333"
"4698","research","2019-06-22",FALSE,"43.2352033451,-81.8776404485"
"4699","research","2019-06-27",FALSE,"44.3112373352,-93.2645797729"
"4700","research","2019-06-28",FALSE,"43.1707,-89.2314216667"
"4701","research","2019-06-28",FALSE,"44.7342805556,-93.6196972222"
"4702","research","2019-06-22",FALSE,"44.9806640927,-93.1502482409"
"4703","research","2019-06-28",FALSE,"40.77243,-75.6452033333"
"4704","research","2019-06-22",FALSE,"42.6221279724,-89.4697899744"
"4705","research","2019-06-28",FALSE,"44.0398445679,-94.3570518215"
"4706","research","2019-06-28",FALSE,"20.04012,-100.7238116667"
"4707","research","2019-06-28",FALSE,"20.04022,-100.723895"
"4708","research","2019-06-28",FALSE,"20.04021,-100.723895"
"4709","research","2019-06-28",FALSE,"42.6456099423,-71.0932700057"
"4710","research","2019-06-28",FALSE,"37.816975,-122.2762083333"
"4711","research","2019-06-28",FALSE,"45.83411138,-90.07771981"
"4712","research","2019-06-27",FALSE,"42.9916185444,-85.5973404527"
"4713","research","2019-06-27",FALSE,"42.1186861667,-82.5038083333"
"4714","research","2019-06-24",FALSE,"42.691672863,-84.6316461638"
"4715","research","2019-06-27",FALSE,"42.5208427144,-83.1965339104"
"4716","research","2019-06-27",FALSE,"41.4195840201,-73.2854720392"
