Index,IM,Source,Site,Exclosure,Species,Plant,Position,Aspect,Elevation_(m),Diameter1_(mm),Diameter2_(mm),Stem_area_cm2,1st_year?,Leaf_ID,Leaf_Length,Leaf_Area_petiole,Leaf_Area_no.petiole,Internal_area_correction,True_area,Leaf_Area_corrected,Leaf_Area_corrected_final,Area_no_spines
435,Mainland,Stunt_Ranch,Stunt_Ranch,No,Ceanothus_megacarpus,41,Lower,NNW,448,50,0,1.96,0,9,1.776,1.494,1.471,0,1.471,1.471,1.471,1.471
436,Mainland,Stunt_Ranch,Stunt_Ranch,No,Ceanothus_megacarpus,41,Lower,NNW,448,50,0,1.96,0,10,1.825,1.252,1.227,0,1.227,1.227,1.227,1.227
437,Mainland,Stunt_Ranch,Stunt_Ranch,No,Ceanothus_megacarpus,41,Lower,NNW,448,50,0,1.96,0,11,1.27,0.651,0.63,0,0.63,0.63,0.63,0.63
438,Mainland,Stunt_Ranch,Stunt_Ranch,No,Ceanothus_megacarpus,41,Lower,NNW,448,50,0,1.96,0,12,1.408,0.56,0.532,0,0.532,0.915,0.915,0.915
439,Mainland,Stunt_Ranch,Stunt_Ranch,No,Ceanothus_megacarpus,42,Lower,N,502,35,0,0.96,0,1,1.527,1.105,1.071,0,1.071,1.146,1.146,1.146
440,Mainland,Stunt_Ranch,Stunt_Ranch,No,Ceanothus_megacarpus,42,Lower,N,502,35,0,0.96,1,2,1.183,0.564,0.564,0,0.564,0.564,0.564,0.564
441,Mainland,Stunt_Ranch,Stunt_Ranch,No,Ceanothus_megacarpus,42,Lower,N,502,35,0,0.96,1,3,1.433,0.697,0.68,0.003,0.677,0.68,0.677,0.68
442,Mainland,Stunt_Ranch,Stunt_Ranch,No,Ceanothus_megacarpus,42,Lower,N,502,35,0,0.96,0,4,1.014,0.496,0.456,0,0.456,0.456,0.456,0.456
443,Mainland,Stunt_Ranch,Stunt_Ranch,No,Ceanothus_megacarpus,42,Lower,N,502,35,0,0.96,1,5,1.25,0.543,0.543,0,0.543,0.543,0.543,0.543
444,Mainland,Stunt_Ranch,Stunt_Ranch,No,Ceanothus_megacarpus,42,Lower,N,502,35,0,0.96,0,6,2.009,1.445,1.426,0,1.426,1.438,1.438,1.438
445,Mainland,Stunt_Ranch,Stunt_Ranch,No,Ceanothus_megacarpus,42,Lower,N,502,35,0,0.96,0,7,2.257,1.704,1.68,0,1.68,1.854,1.854,1.854
446,Mainland,Stunt_Ranch,Stunt_Ranch,No,Ceanothus_megacarpus,42,Lower,N,502,35,0,0.96,0,8,1.976,1.428,1.411,0,1.411,1.476,1.476,1.476
447,Mainland,Stunt_Ranch,Stunt_Ranch,No,Ceanothus_megacarpus,42,Lower,N,502,35,0,0.96,0,9,2.334,1.979,1.953,0,1.953,1.953,1.953,1.953
448,Mainland,Stunt_Ranch,Stunt_Ranch,No,Ceanothus_megacarpus,42,Lower,N,502,35,0,0.96,0,10,2.13,1.611,1.573,0,1.573,1.573,1.573,1.573
449,Mainland,Stunt_Ranch,Stunt_Ranch,No,Ceanothus_megacarpus,42,Upper,N,502,35,0,0.96,0,1,1.923,1.572,1.542,0,1.542,1.542,1.542,1.542
450,Mainland,Stunt_Ranch,Stunt_Ranch,No,Ceanothus_megacarpus,42,Upper,N,502,35,0,0.96,0,2,1.595,1.039,1.013,0,1.013,1.265,1.265,1.265
451,Mainland,Stunt_Ranch,Stunt_Ranch,No,Ceanothus_megacarpus,42,Upper,N,502,35,0,0.96,0,3,2.052,1.023,1.004,0,1.004,1.393,1.393,1.393
452,Mainland,Stunt_Ranch,Stunt_Ranch,No,Ceanothus_megacarpus,42,Upper,N,502,35,0,0.96,0,4,1.93,0.995,0.975,0,0.975,1.12,1.12,1.12
453,Mainland,Stunt_Ranch,Stunt_Ranch,No,Ceanothus_megacarpus,42,Upper,N,502,35,0,0.96,0,5,1.115,0.521,0.487,0,0.487,0.775,0.775,0.775
454,Mainland,Stunt_Ranch,Stunt_Ranch,No,Ceanothus_megacarpus,42,Upper,N,502,35,0,0.96,0,6,1.43,0.72,0.684,0,0.684,1.67,1.67,1.67
455,Mainland,Stunt_Ranch,Stunt_Ranch,No,Ceanothus_megacarpus,42,Upper,N,502,35,0,0.96,0,7,2.291,1.678,1.657,0,1.657,1.871,1.871,1.871
456,Mainland,Stunt_Ranch,Stunt_Ranch,No,Ceanothus_megacarpus,42,Upper,N,502,35,0,0.96,0,8,1.77,1.195,1.176,0,1.176,1.308,1.308,1.308
457,Mainland,Stunt_Ranch,Stunt_Ranch,No,Ceanothus_megacarpus,42,Upper,N,502,35,0,0.96,0,9,2.279,1.688,1.688,0,1.688,1.882,1.882,1.882
458,Mainland,Stunt_Ranch,Stunt_Ranch,No,Ceanothus_megacarpus,42,Upper,N,502,35,0,0.96,0,10,1.221,0.512,0.482,0,0.482,1.004,1.004,1.004
459,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,43,Lower,N,501,140,0,15.39,0,1,1.48,1.1,1.076,0,1.076,1.076,1.076,1.076
460,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,43,Lower,N,501,140,0,15.39,0,2,1.389,0.719,0.675,0,0.675,1.128,1.128,1.128
461,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,43,Lower,N,501,140,0,15.39,0,3,1.483,0.794,0.762,0,0.762,0.959,0.959,0.959
462,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,43,Lower,N,501,140,0,15.39,0,4,1.332,0.49,0.49,0,0.49,1.085,1.085,1.085
463,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,43,Lower,N,501,140,0,15.39,0,5,1.119,0.392,0.347,0,0.347,0.759,0.759,0.759
464,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,43,Lower,N,501,140,0,15.39,0,6,2.002,1.67,1.645,0,1.645,1.645,1.645,1.645
465,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,43,Lower,N,501,140,0,15.39,0,7,2.078,1.815,1.77,0,1.77,1.77,1.77,1.77
466,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,43,Lower,N,501,140,0,15.39,0,8,1.876,1.299,1.259,0,1.259,1.446,1.446,1.446
467,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,43,Lower,N,501,140,0,15.39,0,9,2.007,1.726,1.704,0,1.704,1.704,1.704,1.704
468,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,43,Lower,N,501,140,0,15.39,0,10,1.163,0.5,0.481,0,0.481,0.508,0.508,0.508
469,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,43,Lower,N,501,140,0,15.39,0,11,1.314,0.372,0.372,0,0.372,0.622,0.622,0.622
470,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,43,Upper,N,501,140,0,15.39,0,1,1.922,1.73,1.693,0,1.693,1.74,1.74,1.74
471,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,43,Upper,N,501,140,0,15.39,0,2,1.65,1.356,1.31,0,1.31,1.368,1.368,1.368
472,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,43,Upper,N,501,140,0,15.39,0,3,1.562,1.096,1.067,0,1.067,1.067,1.067,1.067
473,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,43,Upper,N,501,140,0,15.39,0,4,1.233,0.718,0.701,0,0.701,0.882,0.882,0.882
474,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,43,Upper,N,501,140,0,15.39,0,5,1.327,0.718,0.683,0,0.683,0.683,0.683,0.683
475,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,43,Upper,N,501,140,0,15.39,0,6,0.842,0.384,0.384,0,0.384,0.384,0.384,0.384
476,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,43,Upper,N,501,140,0,15.39,0,7,1.049,0.635,0.603,0,0.603,0.603,0.603,0.603
477,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,44,Lower,N,497,50,0,1.96,0,1,1.838,1.262,1.221,0,1.221,1.233,1.233,1.233
478,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,44,Lower,N,497,50,0,1.96,0,2,1.524,0.838,0.818,0,0.818,0.818,0.818,0.818
479,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,44,Lower,N,497,50,0,1.96,0,3,1.705,0.982,0.961,0,0.961,0.961,0.961,0.961
480,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,44,Lower,N,497,50,0,1.96,0,4,1.646,1.013,0.978,0,0.978,0.978,0.978,0.978
481,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,44,Lower,N,497,50,0,1.96,0,5,1.259,0.421,0.398,0,0.398,0.65,0.65,0.65
482,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,44,Lower,N,497,50,0,1.96,0,6,1.124,0.477,0.453,0,0.453,0.453,0.453,0.453
483,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,44,Lower,N,497,50,0,1.96,0,7,1.085,0.598,0.59,0,0.59,0.59,0.59,0.59
484,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,44,Lower,N,497,50,0,1.96,0,8,1.007,0.483,0.466,0,0.466,0.466,0.466,0.466
485,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,44,Lower,N,497,50,0,1.96,0,9,1.313,0.716,0.693,0,0.693,0.75,0.75,0.75
486,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,44,Lower,N,497,50,0,1.96,0,10,1.756,0.954,0.954,0,0.954,0.978,0.978,0.978
487,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,44,Lower,N,497,50,0,1.96,0,11,1.91,1.552,1.511,0,1.511,1.511,1.511,1.511
488,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,44,Lower,N,497,50,0,1.96,0,12,1.723,0.91,0.887,0,0.887,0.947,0.947,0.947
489,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,44,Lower,N,497,50,0,1.96,0,13,2.196,1.506,1.466,0,1.466,1.531,1.531,1.531
490,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,44,Upper,N,497,50,0,1.96,0,1,0.899,0.404,0.399,0,0.399,0.399,0.399,0.399
491,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,44,Upper,N,497,50,0,1.96,0,2,1.447,0.73,0.703,0,0.703,0.813,0.813,0.813
492,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,44,Upper,N,497,50,0,1.96,0,3,1.498,0.839,0.813,0,0.813,0.813,0.813,0.813
493,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,44,Upper,N,497,50,0,1.96,0,4,2.077,1.544,1.513,0,1.513,1.513,1.513,1.513
494,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,44,Upper,N,497,50,0,1.96,0,5,1.98,1.363,1.335,0,1.335,1.335,1.335,1.335
495,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,44,Upper,N,497,50,0,1.96,0,6,1.14,0.471,0.45,0,0.45,0.499,0.499,0.499
496,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,44,Upper,N,497,50,0,1.96,0,7,1.004,0.492,0.466,0,0.466,0.466,0.466,0.466
497,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,45,Lower,N,496,70,0,3.85,0,1,0.979,0.641,0.619,0,0.619,0.619,0.619,0.619
498,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,45,Lower,N,496,70,0,3.85,0,2,1.357,1.014,0.985,0,0.985,0.985,0.985,0.985
499,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,45,Lower,N,496,70,0,3.85,0,3,0.962,0.559,0.533,0,0.533,0.533,0.533,0.533
500,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,45,Lower,N,496,70,0,3.85,0,4,1.195,0.683,0.662,0,0.662,0.719,0.719,0.719
501,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,45,Lower,N,496,70,0,3.85,0,5,1.073,0.597,0.597,0,0.597,0.597,0.597,0.597
502,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,45,Lower,N,496,70,0,3.85,0,6,1.04,0.584,0.566,0,0.566,0.566,0.566,0.566
503,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,45,Lower,N,496,70,0,3.85,0,7,1.86,1.688,1.66,0,1.66,1.66,1.66,1.66
504,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,45,Lower,N,496,70,0,3.85,0,8,1.667,1.398,1.398,0,1.398,1.398,1.398,1.398
505,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,45,Lower,N,496,70,0,3.85,0,9,1.462,0.783,0.741,0,0.741,0.908,0.908,0.908
506,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,45,Lower,N,496,70,0,3.85,0,10,1.587,1.192,1.155,0,1.155,1.175,1.175,1.175
507,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,45,Lower,N,496,70,0,3.85,0,11,1.452,1.073,1.052,0,1.052,1.052,1.052,1.052
508,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,45,Lower,N,496,70,0,3.85,0,12,1.133,0.548,0.534,0,0.534,0.534,0.534,0.534
509,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,45,Lower,N,496,70,0,3.85,0,13,1.047,0.612,0.594,0,0.594,0.594,0.594,0.594
510,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,45,Lower,N,496,70,0,3.85,0,14,2.195,1.989,1.951,0,1.951,1.951,1.951,1.951
511,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,45,Lower,N,496,70,0,3.85,0,15,2.082,1.821,1.789,0,1.789,1.789,1.789,1.789
512,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,45,Lower,N,496,70,0,3.85,0,16,1.925,1.551,1.526,0,1.526,1.526,1.526,1.526
513,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,45,Lower,N,496,70,0,3.85,0,17,1.63,1.012,0.973,0,0.973,1.04,1.04,1.04
514,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,45,Lower,N,496,70,0,3.85,0,18,1.926,1.699,1.664,0,1.664,1.664,1.664,1.664
515,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,45,Upper,N,496,70,0,3.85,0,1,1.2,0.905,0.878,0,0.878,0.962,0.962,0.962
516,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,45,Upper,N,496,70,0,3.85,0,2,1.368,0.98,0.94,0,0.94,0.967,0.967,0.967
517,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,45,Upper,N,496,70,0,3.85,0,3,1.431,0.82,0.791,0,0.791,0.852,0.852,0.852
518,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,45,Upper,N,496,70,0,3.85,0,4,1.13,0.793,0.793,0,0.793,0.793,0.793,0.793
519,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,45,Upper,N,496,70,0,3.85,0,5,1.643,1.478,1.431,0,1.431,1.431,1.431,1.431
520,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,45,Upper,N,496,70,0,3.85,0,6,1.559,1.04,1.005,0,1.005,1.005,1.005,1.005
521,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,45,Upper,N,496,70,0,3.85,1,7,1.22,0.548,0.484,0,0.484,0.484,0.484,0.484
522,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,45,Upper,N,496,70,0,3.85,1,8,1.15,0.668,0.65,0,0.65,0.65,0.65,0.65
523,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,45,Upper,N,496,70,0,3.85,0,9,1.697,1.243,1.175,0,1.175,1.175,1.175,1.175
524,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,45,Upper,N,496,70,0,3.85,0,10,1.317,0.91,0.866,0,0.866,0.871,0.871,0.871
525,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,46,Lower,NNW,493,30,0,0.71,0,1,1.9,1.779,1.749,0,1.749,1.823,1.823,1.823
526,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,46,Lower,NNW,493,30,0,0.71,0,2,1.115,0.322,0.297,0,0.297,0.751,0.751,0.751
527,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,46,Lower,NNW,493,30,0,0.71,0,3,2.307,2.182,2.14,0,2.14,2.14,2.14,2.14
528,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,46,Lower,NNW,493,30,0,0.71,0,4,2.339,2.523,2.485,0,2.485,2.566,2.566,2.566
529,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,46,Lower,NNW,493,30,0,0.71,0,5,1.204,0.811,0.748,0,0.748,0.748,0.748,0.748
530,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,46,Lower,NNW,493,30,0,0.71,0,6,1.374,0.968,0.947,0,0.947,0.947,0.947,0.947
531,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,46,Lower,NNW,493,30,0,0.71,0,7,1.358,0.943,0.918,0,0.918,1.132,1.132,1.132
532,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,46,Lower,NNW,493,30,0,0.71,0,8,2.005,1.429,1.408,0,1.408,1.73,1.73,1.73
533,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,46,Upper,NNW,493,30,0,0.71,0,1,2.011,2.226,2.193,0,2.193,2.3,2.3,2.3
534,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,46,Upper,NNW,493,30,0,0.71,0,2,2.204,1.98,1.936,0,1.936,1.954,1.954,1.954
535,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,46,Upper,NNW,493,30,0,0.71,0,3,2.143,2.141,2.08,0,2.08,2.329,2.329,2.329
536,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,46,Upper,NNW,493,30,0,0.71,0,4,2.052,1.966,1.929,0,1.929,1.929,1.929,1.929
537,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,46,Upper,NNW,493,30,0,0.71,0,5,2.005,1.932,1.891,0,1.891,1.891,1.891,1.891
538,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,46,Upper,NNW,493,30,0,0.71,0,6,2.026,2.06,2.004,0,2.004,2.004,2.004,2.004
539,Mainland,Santa_Monicas,Santa_Monicas,No,Ceanothus_megacarpus,46,Upper,NNW,493,30,0,0.71,0,7,2.196,2.213,2.18,0,2.18,2.202,2.202,2.202
540,Island,Catalina,Catalina,No,Ceanothus_megacarpus,47,Lower,ENE,402,100,0,7.85,0,1,1.386,0.671,0.63,0,0.63,0.816,0.816,0.816
541,Island,Catalina,Catalina,No,Ceanothus_megacarpus,47,Lower,ENE,402,100,0,7.85,0,2,1.395,0.908,0.875,0,0.875,1.018,1.018,1.018
542,Island,Catalina,Catalina,No,Ceanothus_megacarpus,47,Lower,ENE,402,100,0,7.85,1,3,1.631,1.209,1.188,0,1.188,1.188,1.188,1.188
543,Island,Catalina,Catalina,No,Ceanothus_megacarpus,47,Lower,ENE,402,100,0,7.85,0,4,1.292,1.078,1.04,0,1.04,1.04,1.04,1.04
544,Island,Catalina,Catalina,No,Ceanothus_megacarpus,47,Lower,ENE,402,100,0,7.85,0,5,1.828,1.636,1.595,0,1.595,1.595,1.595,1.595
545,Island,Catalina,Catalina,No,Ceanothus_megacarpus,47,Lower,ENE,402,100,0,7.85,0,6,1.86,2.317,2.262,0,2.262,2.262,2.262,2.262
546,Island,Catalina,Catalina,No,Ceanothus_megacarpus,47,Lower,ENE,402,100,0,7.85,1,7,1.769,1.614,1.573,0,1.573,1.704,1.704,1.704
547,Island,Catalina,Catalina,No,Ceanothus_megacarpus,47,Lower,ENE,402,100,0,7.85,1,8,1.285,1.049,1.036,0,1.036,1.036,1.036,1.036
548,Island,Catalina,Catalina,No,Ceanothus_megacarpus,47,Lower,ENE,402,100,0,7.85,1,9,1.714,1.458,1.441,0,1.441,1.441,1.441,1.441
549,Island,Catalina,Catalina,No,Ceanothus_megacarpus,47,Lower,ENE,402,100,0,7.85,0,10,2.068,2.334,2.315,0,2.315,2.315,2.315,2.315
550,Island,Catalina,Catalina,No,Ceanothus_megacarpus,47,Lower,ENE,402,100,0,7.85,0,11,1.157,0.79,0.75,0,0.75,0.75,0.75,0.75
551,Island,Catalina,Catalina,No,Ceanothus_megacarpus,47,Lower,ENE,402,100,0,7.85,0,12,2.132,2.913,2.837,0,2.837,2.837,2.837,2.837
552,Island,Catalina,Catalina,No,Ceanothus_megacarpus,47,Lower,ENE,402,100,0,7.85,0,13,2.065,1.783,1.716,0,1.716,2.635,2.635,2.635
553,Island,Catalina,Catalina,No,Ceanothus_megacarpus,47,Lower,ENE,402,100,0,7.85,0,14,1.59,1.649,1.59,0,1.59,1.59,1.59,1.59
554,Island,Catalina,Catalina,No,Ceanothus_megacarpus,47,Lower,ENE,402,100,0,7.85,0,15,2.442,1.902,1.837,0,1.837,3.31,3.31,3.31
555,Island,Catalina,Catalina,No,Ceanothus_megacarpus,47,Lower,ENE,402,100,0,7.85,0,16,1.963,2.188,2.148,0,2.148,2.148,2.148,2.148
556,Island,Catalina,Catalina,No,Ceanothus_megacarpus,47,Lower,ENE,402,100,0,7.85,0,17,1.693,1.448,1.379,0,1.379,1.821,1.821,1.821
557,Island,Catalina,Catalina,No,Ceanothus_megacarpus,47,Upper,ENE,402,100,0,7.85,0,1,1.562,1.053,1.039,0,1.039,1.039,1.039,1.039
558,Island,Catalina,Catalina,No,Ceanothus_megacarpus,47,Upper,ENE,402,100,0,7.85,1,2,1.593,1.063,1.034,0,1.034,1.034,1.034,1.034
559,Island,Catalina,Catalina,No,Ceanothus_megacarpus,47,Upper,ENE,402,100,0,7.85,0,3,1.136,0.728,0.686,0,0.686,0.686,0.686,0.686
560,Island,Catalina,Catalina,No,Ceanothus_megacarpus,47,Upper,ENE,402,100,0,7.85,1,4,1.255,0.869,0.832,0,0.832,0.832,0.832,0.832
561,Island,Catalina,Catalina,No,Ceanothus_megacarpus,47,Upper,ENE,402,100,0,7.85,0,5,1.921,1.58,1.519,0,1.519,1.795,1.795,1.795
562,Island,Catalina,Catalina,No,Ceanothus_megacarpus,47,Upper,ENE,402,100,0,7.85,0,6,1.596,1.175,1.129,0,1.129,1.369,1.369,1.369
563,Island,Catalina,Catalina,No,Ceanothus_megacarpus,47,Upper,ENE,402,100,0,7.85,0,7,1.679,1.828,1.784,0,1.784,1.784,1.784,1.784
564,Island,Catalina,Catalina,No,Ceanothus_megacarpus,47,Upper,ENE,402,100,0,7.85,1,8,1.253,0.874,0.846,0,0.846,0.846,0.846,0.846
565,Island,Catalina,Catalina,No,Ceanothus_megacarpus,47,Upper,ENE,402,100,0,7.85,0,9,1.651,1.607,1.55,0,1.55,1.55,1.55,1.55
566,Island,Catalina,Catalina,No,Ceanothus_megacarpus,47,Upper,ENE,402,100,0,7.85,0,10,1.68,1.577,1.555,0,1.555,1.555,1.555,1.555
567,Island,Catalina,Catalina,No,Ceanothus_megacarpus,47,Upper,ENE,402,100,0,7.85,1,11,1.637,1.201,1.143,0,1.143,1.207,1.207,1.207
568,Island,Catalina,Catalina,No,Ceanothus_megacarpus,47,Upper,ENE,402,100,0,7.85,0,12,1.898,1.803,1.75,0,1.75,2.136,2.136,2.136
569,Island,Catalina,Catalina,No,Ceanothus_megacarpus,47,Upper,ENE,402,100,0,7.85,0,13,1.43,1.17,1.133,0,1.133,1.581,1.581,1.581
570,Island,Catalina,Catalina,No,Ceanothus_megacarpus,47,Upper,ENE,402,100,0,7.85,0,14,1.423,1.288,1.248,0,1.248,1.249,1.249,1.249
571,Island,Catalina,Catalina,No,Ceanothus_megacarpus,47,Upper,ENE,402,100,0,7.85,0,15,1.592,1.252,1.17,0,1.17,1.279,1.279,1.279
572,Island,Catalina,Catalina,No,Ceanothus_megacarpus,47,Upper,ENE,402,100,0,7.85,1,16,1.847,1.608,1.584,0,1.584,1.618,1.618,1.618
573,Island,Catalina,Catalina,No,Ceanothus_megacarpus,48,Lower,ENE,402,150,0,17.67,0,1,1.161,0.756,0.726,0,0.726,0.726,0.726,0.726
574,Island,Catalina,Catalina,No,Ceanothus_megacarpus,48,Lower,ENE,402,150,0,17.67,0,2,1.36,1.004,0.96,0,0.96,0.96,0.96,0.96
575,Island,Catalina,Catalina,No,Ceanothus_megacarpus,48,Lower,ENE,402,150,0,17.67,0,3,1.273,0.817,0.746,0,0.746,0.746,0.746,0.746
576,Island,Catalina,Catalina,No,Ceanothus_megacarpus,48,Lower,ENE,402,150,0,17.67,0,4,1.599,1.095,1.182,0,1.182,1.182,1.182,1.182
577,Island,Catalina,Catalina,No,Ceanothus_megacarpus,48,Lower,ENE,402,150,0,17.67,0,5,1.322,1.209,1.023,0,1.023,1.023,1.023,1.023
578,Island,Catalina,Catalina,No,Ceanothus_megacarpus,48,Lower,ENE,402,150,0,17.67,0,6,1.291,1.025,1.13,0,1.13,1.157,1.157,1.157
579,Island,Catalina,Catalina,No,Ceanothus_megacarpus,48,Lower,ENE,402,150,0,17.67,0,7,1.447,1.029,0.959,0,0.959,0.959,0.959,0.959
580,Island,Catalina,Catalina,No,Ceanothus_megacarpus,48,Lower,ENE,402,150,0,17.67,0,8,1.319,1.179,0.986,0,0.986,0.986,0.986,0.986
581,Island,Catalina,Catalina,No,Ceanothus_megacarpus,48,Lower,ENE,402,150,0,17.67,0,9,1.502,0.997,1.113,0,1.113,1.113,1.113,1.113
582,Island,Catalina,Catalina,No,Ceanothus_megacarpus,48,Lower,ENE,402,150,0,17.67,0,10,1.359,1.755,0.919,0,0.919,0.919,0.919,0.919
583,Island,Catalina,Catalina,No,Ceanothus_megacarpus,48,Lower,ENE,402,150,0,17.67,0,11,1.792,1.382,1.668,0,1.668,1.668,1.668,1.668
584,Island,Catalina,Catalina,No,Ceanothus_megacarpus,48,Lower,ENE,402,150,0,17.67,0,12,1.556,1.235,1.294,0,1.294,1.294,1.294,1.294
585,Island,Catalina,Catalina,No,Ceanothus_megacarpus,48,Lower,ENE,402,150,0,17.67,0,13,1.491,1.187,1.171,0,1.171,1.171,1.171,1.171
586,Island,Catalina,Catalina,No,Ceanothus_megacarpus,48,Lower,ENE,402,150,0,17.67,0,14,1.46,0.88,1.107,0,1.107,1.107,1.107,1.107
587,Island,Catalina,Catalina,No,Ceanothus_megacarpus,48,Lower,ENE,402,150,0,17.67,0,15,1.353,0.726,0.872,0,0.872,0.953,0.953,0.953
